isoform_ID,miRNA_ID,length,n_segments
"chr10|73174687,73177846,73192556,73193477|73174791,73177973,73192698,73193593|+",hsa-miR-449c-5p,493,1
"chr6|157084662,157110472|157084905,157110561|+",hsa-miR-3186-5p,334,1
"chr3|47610066,47622207,47635190,47636022,47638725|47610327,47622341,47635344,47636136,47638780|-",hsa-miR-6848-5p,723,1
"chr2|43485234,43498833,43505622,43508648,43527879,43541159|43485325,43498955,43505735,43508780,43527988,43541316|-",hsa-miR-29a-3p,730,1
"chr11|93747297,93750346,93753682,93753936,93755210,93757316,93759742|93747448,93750444,93753755,93754037,93755386,93757465,93759858|+",hsa-miR-6796-5p,871,1
"chr16|50078741,50083937,50084134,50084569,50086215|50079018,50084027,50084291,50084651,50086351|+",hsa-miR-5187-5p,747,1
"chr17|40406384,40406584,40406832,40407549,40407967,40408492|40406493,40406689,40406942,40407674,40408124,40408630|-",hsa-miR-6856-5p,750,1
"chr22|49794034,49797805,49798558,49798988,49804204|49794294,49798117,49798686,49799119,49804360|-",hsa-miR-6721-5p,992,1
"chr7|55978126,55978350,55981473,55982210,55983728,55984812|55978265,55978395,55981567,55982280,55983868,55984878|+",hsa-miR-6791-3p,560,1
"chr10|122412920,122415859,122417900,122424199,122424896|122413045,122416002,122417968,122424263,122424959|+",hsa-miR-4758-5p,468,1
"chr1|52860731,52863981,52886956,52892782|52860871,52864106,52887053,52892975|+",hsa-miR-6504-5p,559,1
"chr18|21763456,21779519,21791374,21798084,21799841,21803907|21763507,21779685,21791557,21798228,21799974,21804014|+",hsa-miR-6868-3p,790,1
"chr9|33270623,33271152,33276456,33278113|33270716,33271223,33276564,33278225|+",hsa-miR-342-5p,388,1
"chr3|126780340,126780547|126780430,126781189|+",hsa-miR-1207-5p,734,1
"chr17|64480289,64481246,64482919,64485728|64480389,64481446,64482999,64485868|-",hsa-miR-6788-5p,524,1
"chr14|39314739,39315683,39317944,39319209,39320928,39326864,39345904|39314799,39315718,39318011,39319291,39321056,39327022,39346026|+",hsa-miR-6827-5p,659,1
"chr2|61495455,61496879,61498673,61499819|61495613,61497007,61498739,61499894|-",hsa-miR-5000-5p,431,1
"chr22|41866831,41868611,41870889|41867280,41868792,41871035|+",hsa-miR-1913,779,1
"chr14|89963108,89964851,89966147,89967367,89971175,89975781|89963673,89964938,89966190,89967422,89971271,89975815|+",hsa-miR-6744-3p,886,1
"chr16|81017326,81017758,81020100|81017385,81017834,81020276|+",hsa-miR-765,314,1
"chr19|34450265,34454444,34458769,34464026,34466878|34450295,34454556,34458924,34464131,34467014|+",hsa-miR-12114,543,1
"chr12|112450318,112453195,112454564,112455950|112450512,112453387,112454680,112456063|+",hsa-let-7d-5p,619,1
chr18|46890580|46891054|-,hsa-miR-1275,475,1
"chr2|218488304,218495760,218497734,218498026|218488421,218495950,218497857,218498157|-",hsa-miR-648,565,1
"chr5|177135087,177135941,177191884,177204120|177135200,177136030,177192019,177204292|+",hsa-miR-3155a,513,1
"chr5|34179013,34182680|34179097,34182867|-",hsa-miR-1207-3p,273,1
"chr11|119048714,119049018|119048886,119049203|-",hsa-miR-4469,359,1
"chr8|38819522,38820405|38819985,38820635|+",hsa-miR-4651,695,1
"chr15|64300319,64300692,64342543|64300503,64300723,64342685|-",hsa-miR-4689,360,1
"chr3|9840184,9840532|9840307,9840616|-",hsa-miR-6753-5p,209,1
"chr4|82870325,82871944,82874611,82875727|82870424,82872086,82874751,82875822|-",hsa-miR-663b,480,1
"chr22|21799012,21805850,21807664|21799128,21806039,21807846|-",hsa-miR-4721,490,1
"chr22|40270122,40273425,40277077,40277999,40279995,40285645|40270280,40273600,40277151,40278044,40280143,40285770|+",hsa-miR-320a-5p,731,1
"chr1|20893517,20895368|20893636,20895501|-",hsa-miR-650,254,1
"chrX|119640692,119649937,119652854,119663482|119640788,119650098,119653040,119663677|-",hsa-miR-6874-5p,642,1
"chr9|69718650,69723326,69732139,69734150,69741792|69718684,69723630,69732352,69734254,69741858|-",hsa-miR-766-5p,726,1
"chr4|82861631,82862534,82863318,82864362,82866808,82881858|82861708,82862572,82863392,82864598,82866888,82881940|-",hsa-miR-5088-5p,593,1
"chrX|130236214,130236469,130239582,130243563,130243800,130246859|130236320,130236639,130239693,130243699,130243865,130247005|-",hsa-miR-6780a-5p,740,1
"chr8|65693644,65704694|65693759,65704929|+",hsa-miR-4738-5p,352,1
"chr13|99238427,99244581|99238554,99244624|+",hsa-miR-6893-5p,172,1
"chr16|69270143,69284048|69270285,69284244|+",hsa-miR-345-3p,340,1
"chr11|85662389,85663179,85663524|85662457,85663293,85663601|-",hsa-miR-6827-3p,262,1
"chr2|229807708,229808252,229810880|229807864,229808369,229811045|-",hsa-miR-6768-5p,441,1
"chr16|68266593,68274691|68266721,68275249|+",hsa-miR-4695-5p,688,1
"chr17|31884424,31885980,31887236|31884505,31886061,31887313|-",hsa-miR-320a-5p,242,1
"chr7|22291175,22308339,22309969,22315370,22317987,22340806|22291241,22308507,22310090,22315476,22318037,22340886|-",hsa-miR-4786-3p,597,1
chr1|150286430|150286993|+,hsa-miR-6852-5p,564,1
"chr12|56430881,56431471,56432369|56430968,56431604,56432524|-",hsa-miR-642a-5p,378,1
"chr15|96334076,96337348|96334603,96337535|+",hsa-miR-4793-5p,716,1
"chr9|122957011,122984485,122998706,123010354,123015543,123020309|122957209,122984719,122998766,123010528,123015636,123020459|+",hsa-miR-4494,915,1
"chr13|73813152,73845827|73813287,73846373|-",hsa-miR-1292-5p,683,1
"chr1|51745536,51746710,51748369,51750145,51760690,51761867,51765822,51772070,51772605|51745631,51746757,51748398,51750195,51760780,51761971,51765981,51772182,51772723|+",hsa-miR-6792-3p,813,1
"chr16|1557935,1607174|1558117,1607297|-",hsa-miR-1202,307,1
"chr12|31389324,31392267,31392614,31398175,31399654,31402498,31409263|31389498,31392393,31392696,31398362,31399772,31402643,31409384|-",hsa-miR-3978,960,1
"chr5|179696837,179705679,179706258,179707132,179708239,179708978,179709873|179696878,179705852,179706331,179707190,179708380,179709059,179710065|+",hsa-miR-12118,766,1
"chr7|33357855,33367767,33505592|33357995,33367840,33505645|+",hsa-miR-4646-5p,269,1
"chr16|74923926,74938150,74942738,74948519,74949718,74951458,74956475,74959350|74924003,74938266,74942826,74948556,74949798,74951543,74956610,74959452|-",hsa-miR-3085-5p,728,1
"chr15|75411492,75412763|75411743,75413045|-",hsa-miR-4656,535,1
"chr13|30208577,30210316,30227412,30230468,30231314,30240460,30240959|30208738,30210442,30227546,30230594,30231472,30240565,30241086|-",hsa-miR-145-3p,944,1
"chr8|22571718,22572340|22571821,22572446|+",hsa-miR-4776-5p,211,1
"chr7|157220689,157223254,157225407,157231080,157248368|157220776,157223351,157225539,157231327,157248580|+",hsa-miR-3972,780,1
"chr11|115198406,115214608,115217892,115229113,115231353,115238500,115240274|115198438,115214780,115217991,115229271,115231490,115238652,115240420|-",hsa-miR-6773-5p,903,1
"chr4|41013583,41014236,41033236|41013650,41014398,41033304|-",hsa-miR-6778-5p,300,1
"chr18|31916272,31917578|31916446,31917667|-",hsa-miR-4709-3p,265,1
"chr12|124419957,124422501,124426622,124429613,124430615,124437930|124420055,124422555,124426800,124429706,124430787,124437996|-",hsa-miR-6761-5p,667,1
"chr2|127986785,127989564|127986962,127989866|-",hsa-miR-1228-5p,481,1
"chr3|111112030,111118656,111122121,111126184|111112371,111118952,111122238,111126335|+",hsa-miR-3155b,909,1
"chr3|50093720,50099982,50100532,50103083,50104248,50105077,50105549|50093875,50100051,50100605,50103166,50104308,50105142,50105709|+",hsa-miR-4420,672,1
"chr2|218582971,218584612,218587586|218583086,218584721,218587695|+",hsa-miR-6769b-5p,336,1
"chr9|85681268,85692689,85712502|85681335,85692795,85712566|-",hsa-miR-34a-5p,240,1
"chr1|8465925,8495063,8497405,8508627,8541214,8556475,8557418|8466023,8495162,8497529,8508675,8541318,8556571,8557523|-",hsa-miR-103a-2-5p,681,1
"chr22|37650152,37650542|37650249,37650725|+",hsa-miR-762,282,1
"chr12|56274777,56275002,56282514,56282860|56274878,56275095,56282608,56282991|-",hsa-miR-7845-5p,423,1
chr19|45277923|45278615|+,hsa-miR-4651,693,1
"chrX|53614534,53615744,53616970,53617340,53624595,53625157|53614745,53615835,53617147,53617446,53624675,53625258|-",hsa-miR-5698,772,1
"chr15|78544869,78545634,78546575|78544957,78545764,78546698|+",hsa-miR-4457,344,1
"chr4|128074460,128074934,128077788,128082165,128091001,128091347,128098186|128074518,128074993,128077962,128082305,128091144,128091512,128098330|+",hsa-miR-6857-3p,890,1
"chr20|49088009,49089247,49089538|49088106,49089397,49089746|+",hsa-miR-5093,458,1
"chr3|122437170,122442038,122449574,122451534,122451976|122437295,122442116,122449737,122451633,122452064|-",hsa-miR-3619-5p,558,1
"chr11|120473050,120474560,120475340,120476661,120477219,120477447|120473127,120474635,120475511,120476748,120477305,120477526|+",hsa-miR-3652,581,1
"chr15|65118672,65119376,65119718|65118840,65119463,65119954|-",hsa-miR-6090,494,1
"chr12|100591736,100600420,100601638|100591856,100600550,100601753|+",hsa-miR-1285-3p,368,1
"chr3|183086693,183087275,183090936,183092409|183086788,183087413,183091031,183092545|-",hsa-miR-432-5p,468,1
"chr7|857828,860128,861380,865952,869349,872470|857957,860382,861464,866067,869516,872562|+",hsa-miR-4254,847,1
"chr10|4830675,4833350,4835675,4837459,4839729,4842421,4873214,4889872|4830842,4833466,4835809,4837581,4839826,4842504,4873307,4889923|+",hsa-miR-6737-5p,871,1
"chr1|29095083,29096155,29097807|29095359,29096604,29097935|+",hsa-miR-1301-3p,856,1
"chr4|94573351,94575943,94585565,94586408|94573393,94576047,94585737,94586444|+",hsa-miR-6881-3p,358,1
"chr2|127755384,127763062,127764828,127765174,127768189,127768933,127770778|127755505,127763159,127764979,127765269,127768293,127769001,127771004|-",hsa-miR-6744-3p,869,1
"chr6|34341862,34342964,34370261|34341972,34343032,34370492|-",hsa-miR-6872-3p,412,1
"chr6|18171363,18185772,18187146,18187792|18171479,18185810,18187325,18188002|+",hsa-miR-6891-5p,547,1
chr2|207123774|207124404|-,hsa-miR-1587,631,1
"chr10|32019858,32021022,32021222|32019959,32021131,32021287|-",hsa-miR-760,278,1
"chr14|45008913,45011975,45025783,45027299,45028176,45032223|45009145,45012075,45025872,45027474,45028329,45032376|+",hsa-miR-378a-3p,908,1
"chr15|29737264,29741331,29742642,29761139,29762335|29737414,29741436,29742781,29761286,29762438|-",hsa-miR-3960,649,1
"chr16|11721577,11730645,11733982|11721670,11730774,11734079|-",hsa-miR-3675-5p,322,1
chr1|56578878|56579584|-,hsa-miR-4691-3p,707,1
"chr12|79828320,79832332,79845302,79872808|79828464,79832491,79845420,79872938|-",hsa-miR-6837-3p,555,1
"chr19|40322028,40324006,40326334,40328413|40322376,40324076,40326483,40328550|-",hsa-miR-7110-5p,708,1
"chr22|28515627,28517176,28519245|28515699,28517279,28519320|-",hsa-miR-6736-5p,253,1
"chr7|152176191,152177773|152176494,152178010|-",hsa-miR-6744-3p,542,1
"chr17|16796043,16798242,16799951,16801036|16796234,16798530,16800371,16801128|+",hsa-miR-487a-5p,995,1
"chr5|75689012,75690383,75692396,75694655,75702605|75689165,75690562,75692500,75694831,75702810|-",hsa-miR-6736-5p,822,1
"chr5|43675511,43704286|43675670,43704400|+",hsa-miR-23b-3p,275,1
"chr1|171579354,171579828,171583956,171584419,171587003,171587648|171579466,171579964,171584187,171584526,171587221,171587751|+",hsa-miR-370-3p,913,1
"chr10|100944026,100945330,100947039,100947760,100950076,100950676|100944128,100945506,100947136,100947847,100950207,100950753|+",hsa-miR-6782-3p,676,1
"chr12|108652272,108654306,108657304,108658738,108662029|108652417,108654410,108657423,108658919,108662158|-",hsa-let-7c-5p,683,1
"chr1|93305388,93324635,93325769,93326602|93305470,93324729,93325895,93326662|-",hsa-miR-20b-5p,366,1
"chr17|1678518,1678762,1679017,1679291,1679609,1680726,1680929|1678652,1678881,1679206,1679410,1679799,1680831,1681054|-",hsa-miR-8071,988,1
"chr3|52576541,52579054|52576698,52579199|-",hsa-miR-4265,304,1
"chr5|132883340,132885076,132886310,132887521,132887846,132888097,132889079|132883560,132885119,132886403,132887592,132887982,132888160,132889173|-",hsa-miR-6129,727,1
"chr1|27789562,27793533,27801678,27810246,27812163,27817851,27819650|27789631,27793632,27801815,27810289,27812268,27817923,27819732|+",hsa-miR-4701-5p,614,1
"chr15|57091789,57166402,57192158,57197773|57091891,57166466,57192293,57197825|+",hsa-miR-6514-5p,357,1
"chr3|172247533,172251260,172285926|172247776,172251541,172285984|+",hsa-miR-6127,585,1
"chr2|86151297,86158577,86171281|86151520,86158629,86171312|-",hsa-miR-500b-3p,309,1
"chr20|44506827,44509891,44511289,44512801,44513879|44506996,44510028,44511368,44512994,44514040|-",hsa-miR-4764-5p,744,1
chr1|24670120|24670315|+,hsa-miR-4525,196,1
"chr16|78386860,78424870,78432488|78386948,78425055,78432752|+",hsa-miR-1471,540,1
"chr15|44606025,44608444,44610840|44606091,44608605,44610985|-",hsa-miR-4439,375,1
"chr2|20253822,20254863,20255216,20256033|20254014,20254984,20255341,20256170|-",hsa-miR-5589-3p,579,1
"chr4|169130046,169136318,169156548|169130156,169136381,169156679|-",hsa-miR-3200-5p,307,1
"chr5|95763508,95768046,95780252,95783797,95788762|95763620,95768166,95780425,95783963,95788858|+",hsa-miR-3147,672,1
"chr18|48757919,48761390,48817221|48758405,48761689,48817376|+",hsa-miR-6893-5p,943,1
"chr20|45366875,45410204|45367095,45410255|+",hsa-miR-920,273,1
"chr18|12546674,12598595,12635062|12546904,12598758,12635096|-",hsa-miR-3978,430,1
"chr2|190895152,190895604,190900564,190901947,190905004|190895248,190895725,190900693,190902026,190905167|+",hsa-miR-4672,593,1
"chr11|3705200,3706445,3712564,3713818,3719412,3720712|3705356,3706627,3712728,3713995,3719550,3720825|-",hsa-miR-7162-3p,936,1
"chr10|11601345,11601891|11601467,11601980|-",hsa-miR-2392,213,1
"chr11|77907717,77910970,77918031,77918821,77921340,77922356|77907810,77911152,77918264,77918978,77921473,77922471|-",hsa-miR-12122,919,1
"chr14|102194938,102197194,102197755|102195183,102197392,102197847|+",hsa-miR-378c,538,1
"chr12|92827912,92832512,92842465,92851111,92852175,92852912|92828061,92832850,92842581,92851266,92852296,92853025|-",hsa-miR-6855-5p,998,1
"chr8|144512392,144512642|144512561,144512771|-",hsa-miR-361-3p,300,1
"chr2|223991803,223998115,224001642|223992000,223998342,224001922|-",hsa-miR-3175,707,1
"chr15|70919050,70936761,70963785,70980101,70984094|70919193,70936822,70963932,70980184,70984257|+",hsa-miR-4728-5p,602,1
"chr9|20881871,20885109,20907150,20912866,20916893|20882056,20885230,20907242,20912954,20916937|+",hsa-miR-3085-5p,535,1
"chr4|82878730,82880799,82881858|82878928,82880922,82881940|-",hsa-miR-612,406,1
"chr12|122216488,122216759,122218266|122216584,122216869,122218397|-",hsa-miR-6730-5p,340,1
"chr18|79096476,79110355,79113241,79126267,79143802,79154504,79176813,79193183,79206937|79096649,79110505,79113354,79126375,79143860,79154555,79176907,79193263,79207012|+",hsa-miR-6847-5p,911,1
"chr12|45931506,45933131,45934176,45934447,45945249,45948437,45951650|45931612,45933232,45934285,45934505,45945313,45948537,45951727|-",hsa-miR-5002-5p,622,1
"chr9|130099457,130100629,130101106|130099532,130100702,130101223|+",hsa-miR-671-5p,268,1
"chr17|66687111,66688302,66688951|66687267,66688436,66689047|+",hsa-miR-4716-5p,389,1
"chr10|103900062,103905091,103910527|103900223,103905156,103910622|-",hsa-miR-147b-3p,324,1
"chr3|172247533,172251260,172285926,172295363,172298728|172247776,172251541,172285984,172295514,172298787|+",hsa-miR-6785-5p,797,1
"chr11|34086064,34086305,34089395,34090179,34090529,34091906|34086219,34086413,34089456,34090293,34090678,34092056|+",hsa-miR-3137,743,1
"chr10|96544076,96547895,96551245|96544206,96547989,96551411|-",hsa-miR-1272,393,1
"chr3|33400962,33402801,33409236,33409449,33411581,33412722,33416758,33425590|33401016,33402904,33409346,33409601,33411687,33412827,33416834,33425741|-",hsa-miR-6825-5p,865,1
"chr2|169540051,169544721,169546218,169555124,169557187|169540179,169544835,169546704,169555255,169557297|-",hsa-miR-6858-5p,974,1
"chr17|68515394,68522756,68523725,68524016,68524912,68525754,68527840,68528870,68529920|68515576,68522926,68523816,68524077,68524958,68525912,68527900,68528991,68530001|+",hsa-miR-6791-3p,979,1
"chr14|31771816,31772665,31775726,31787780|31771873,31772771,31775835,31787873|+",hsa-miR-211-5p,369,1
"chr1|243637611,243645893,243664772,243683197,243695591|243637742,243646037,243664883,243683310,243695716|-",hsa-miR-6734-5p,629,1
chr3|156677657|156678614|+,hsa-miR-765,958,1
"chr15|57231152,57232291,57232712,57234043,57243472,57251350,57252421,57253262|57231257,57232430,57232856,57234107,57243550,57251423,57252492,57253468|+",hsa-miR-3619-5p,888,1
"chr6|156799660,156829227|156799922,156829421|+",hsa-miR-6807-3p,458,1
"chr20|34072066,34073563,34073819,34075874,34076702,34077028,34078505|34072330,34073635,34073866,34076040,34076815,34077245,34078553|+",hsa-miR-6791-5p,934,1
"chr16|30728966,30729370,30733280,30733602,30733894|30729231,30729572,30733449,30733798,30734008|+",hsa-miR-3194-5p,951,1
"chr2|72334947,72354218,72355139,72360834|72335020,72354296,72355155,72360927|-",hsa-miR-4673,264,1
"chr5|65988635,65992710,65994747|65988682,65992907,65994864|+",hsa-miR-1236-3p,364,1
"chr21|26021840,26051000,26053236,26089943,26111979|26022042,26051193,26053348,26090072,26112146|-",hsa-miR-5094,808,1
"chr3|48756379,48765004,48765248,48772955,48782986,48790544,48793997|48756444,48765078,48765349,48773108,48783092,48790627,48794049|-",hsa-miR-3059-5p,641,1
"chr2|61256384,61256873,61257052,61257204,61259711,61265397,61265984|61256478,61256950,61257108,61257350,61259776,61265557,61266167|-",hsa-miR-3074-3p,788,1
"chr16|1685439,1691843,1697812,1698811|1685587,1691985,1697860,1699047|+",hsa-miR-3692-5p,578,1
"chr1|94483170,94487542,94487694,94487892|94483239,94487611,94487791,94487983|+",hsa-miR-7-5p,330,1
"chr6|125045211,125057942,125076657|125045444,125058106,125076858|+",hsa-miR-3689a-3p,601,1
"chr15|65248117,65259464,65260885,65263149,65266562,65270935|65248228,65259542,65261026,65263320,65266768,65271072|-",hsa-miR-3187-3p,850,1
"chr9|2804257,2807814,2810344,2811361,2812220|2804463,2807904,2810431,2811583,2812362|-",hsa-miR-370-5p,752,1
"chr15|68086306,68164731|68086495,68164804|+",hsa-miR-214-3p,264,1
"chr10|124484139,124487089,124488422,124496961,124498036|124484326,124487214,124488575,124497024,124498128|+",hsa-miR-7107-3p,625,1
"chr8|100527845,100529523|100528003,100529860|-",hsa-miR-4493,497,1
"chr3|31702359,31733257,31747910|31702508,31733411,31748120|-",hsa-miR-7152-3p,516,1
"chr11|83206058,83210300,83240815,83247943|83206165,83210335,83240934,83248087|+",hsa-miR-1207-3p,409,1
"chr5|80158836,80166383,80169335,80174954|80158962,80166478,80169546,80175047|-",hsa-miR-4640-5p,529,1
"chr18|23234608,23235895,23237142|23234704,23236051,23237245|+",hsa-miR-3617-3p,358,1
"chr1|202448989,202488533,202493114,202495293,202495570,202496781,202501859|202449171,202488623,202493317,202495482,202495682,202496822,202502005|+",hsa-miR-4768-5p,970,1
